title,overview,poster_path,vote_average,genre_ids
Taxi Driver,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",/ekstpH614fwDX8DUln1a2Opz0N8.jpg,8.125,"[80, 18]"
Do Deewane Seher Mein,"Two socially awkward millennials in Mumbai find love while struggling with self-acceptance. As they battle insecurities and societal pressure, their journey takes them from city chaos to mountain serenity.",/pJu9oL6ElIaajAjwgoKyUCM319H.jpg,6.75,"[10749, 18, 35]"
Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,7.331,"[53, 80]"
About Time,"The night after another unsatisfactory New Year's party, Tim's father reveals to him that the men in their family have the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",/ls6zswrOZVhCXQBh96DlbnLBajM.jpg,7.906,"[18, 10749, 14]"
Babylon,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,7.354,"[18, 35]"
Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,7.962,"[28, 53, 878]"
The Devil in Her,A husband buys his wife a ring only to find out it belonged to a crazy woman who had committed suicide and is now terrorizing the family as a ghost.,/focEYGIMnuNz2Zmmqft4Gd1ROBg.jpg,7.0,"[27, 18]"
Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",/rCtreCr4xiYEWDQTebybolIh6Xe.jpg,6.806,"[28, 12, 878]"
Sex Plate 17,A woman who can make all of one man’s fantasies come true moves in next door .,/4MFOBDKciazhjdE12Mm3aNirk4J.jpg,6.192,"[35, 18, 10749]"
Ice Skater,"A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.",/m93BKabB7Je8WQACed58BXeHNNR.jpg,0.0,"[18, 53]"
Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",/bDG3yei6AJlEAK3A5wN7RwFXQ7V.jpg,7.088,"[14, 12, 28, 10751, 10749]"
Taken,"Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After reluctantly agreeing with his ex-wife to let Kim go to Paris on vacation with a friend, his worst nightmare comes true. While on the phone with his daughter shortly after she arrives in Paris, she and her friend are abducted by a gang of human traffickers. Working against the clock, Bryan relies on his extensive training and skills to track down the ruthless gang that abducted her and launch a one-man war to rescue his daughter.",/ognkaUSNgJe1a2pjB4UNdzEo5jT.jpg,7.406,"[28, 53]"
The Shrinking Man,"Paul, is an ordinary man who divides his life between his shipbuilding company, his wife Elise and their daughter Mia. During a sea trip, Paul finds himself confronted with a strange, unexplained meteorological phenomenon. From then on, Paul shrinks inexorably, without science being able to explain why or be of any help to him. When, by accident, he finds himself a prisoner in his own cellar, and while he is only a few centimeters tall, he will have to fight to survive in this banal environment that has become perilous. During this experience, Paul will find himself confronted with himself, with his humanity, and will try to answer the great questions of existence.",/5scjQRQq4i0zpbfyvWJX8LFEWjt.jpg,6.1,"[12, 878]"
Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,7.264,[35]
American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,8.327,[18]
Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",/ug3ndicuPM1V07vhVFGLMsd4AZl.jpg,7.048,"[10751, 14, 16, 10749]"
The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,/bkkS61w94ZVMNVd8KEyyJl2tnY5.jpg,6.752,"[12, 28, 53, 878]"
The Emperor's New Groove,"When the self‑absorbed Emperor Kuzco is accidentally transformed into a llama, he must rely on a humble villager to survive the jungle and reclaim his throne.",/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,7.6,"[12, 16, 35, 10751, 14]"
Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",/vBqLLxE6GaAPhO6v9EFvFbLZ7Ap.jpg,4.788,[35]
A Chinese Odyssey Part Two: Cinderella,"This sequel to ""Pandora's Box"" continues director Jeffrey Lau's adaptation of the Buddhism saga ""Journey to the West"". Stranded five centuries in the past, Joker Monkey King must battle a variety of monsters, seductive women and super-powered villains to save the dying Pak Jing-Jing.",/ksloRonL1kOq4yErf9LOJ5qDhem.jpg,7.7,"[28, 12, 14, 35, 10749, 18]"
Jumanji: The Next Level,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,6.876,"[12, 35, 14]"
Game of Death,A martial arts movie star must fake his death to find the people who are trying to kill him.,/c6jgLHaQpdIPH1rC94KkjAqgE7O.jpg,6.404,"[18, 28, 53]"
Neo Chinpira 2: Zoom Goes the Bullet,"In the sequel to 1990's classic Neo Chinpira, Junko (Sho Aikawa) attempts to take out Kazama and then goes on the run. However, he quickly begins to feel homesick, and returns home to find that almost everything has changed. Noriko is now a bar mama with a lavish lifestyle, Yumeko is nowhere to be found, and his boss (Toru Minegishi) seems to have sinister plans involving Junko and his uncle (Jo Shishido).",/rNxItOXexbqwpXBSOGbrH6VHsS0.jpg,0.0,[]
Sambhavam Adhyayam Onnu,"Three Kerala Police officers venture into a mysterious forest on the Kerala-Tamil Nadu border to find a missing officer. They encounter strange time-related phenomena, uncovering the hidden secrets of Velloorkkatt forest.",/tBNSo4T0R8UztkkpjYkzXI4bFAT.jpg,6.167,"[14, 53, 18]"
Nice Sister-In-Law 4,"Brother-in-law, I will fill your vacancy now! His younger brother Min-hyeon lives with his older brother Jun-hyeon. Pyeong-seok, who was burdened by living in the same house with his brother-in-law, keeps his eyes on Mi-jeong, the young and sexy wife of his older brother. He even imagines sharing love with his brother-in-law at the sound of a strange moan from the next room. One Sunday, my older brother is away from home in a hurry for work, and the two of them are left alone with a strange feeling...",/bSL5uTtNd6X1ER7F1X1MTy2Ezpr.jpg,5.0,[10749]
Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,7.3,"[35, 80, 878, 16, 10751]"
Youth,"Youth follows Praveen, a 15-year-old boy who enters adolescence determined to find true love before school ends. As he goes through multiple relationships and heartbreaks, he slowly begins to understand what love truly means. Along the way, the experiences shape his growth, maturity, and outlook on life.",/rNzk0jlGRPnvZ26On5xhTmLaQhO.jpg,7.75,"[35, 10749, 18]"
Scouts Guide to the Zombie Apocalypse,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",/lUKvvSnjFlazrdh6wyHxHrdMknD.jpg,6.569,"[35, 27]"
Mermaid,"A Percocet-addicted 'Florida Man' finds a wounded mermaid at his lowest point. Fascination becomes a drug-infused, one-sided relationship—sending him further into decline. When word spreads about his secret, he’ll stop at nothing to protect her.",/ndGA7b7b81a32HQCAVRZ5RWyfJ1.jpg,5.5,"[18, 35, 27]"
The Karate Kid,"12-year-old Dre Parker could've been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",/b1RBy3l297N0c7PHjlz35cClWju.jpg,6.566,"[28, 12, 18, 10751]"
Godzilla Minus One,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",/2E2WTX0TJEflAged6kzErwqX1kt.jpg,7.574,"[878, 27, 28]"
Roofman,"A former Army Ranger and struggling father turns to robbing McDonald’s restaurants by cutting holes in their roofs, earning him the nickname ""Roofman."" After escaping prison, he secretly lives inside a Toys “R” Us for six months, surviving undetected while planning his next move. But when he falls for a divorced mom drawn to his undeniable charm, his double life begins to unravel, setting off a compelling and suspenseful game of cat and mouse as his past closes in.",/wXDFtcnYtevleGzCmAD2ReQnJ4l.jpg,7.102,"[80, 35, 18]"
Burning Betrayal,"Babi discovers a betrayal by her long-term partner and decides to embark on a new adventure in life. On this journey, she meets judge Marco and they begin to live a story permeated by a lot of sexual tension.",/3MxgXI3VO7QCNnP0mPBjxLIemNM.jpg,6.2,"[18, 9648, 10749]"
20th Century Girl,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",/od22ftNnyag0TTxcnJhlsu3aLoU.jpg,8.154,"[10749, 18]"
How to Train Your Dragon 2,"Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,7.681,"[14, 28, 12, 16, 10751]"
A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,8.177,"[878, 80]"
The Mask,"Stanley Ipkiss, an insecure banker who has lost his zest for life stumbles upon an ancient mask, that turns him into a confident suave cartoon-like character who upsets his ordinary life.",/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,6.988,"[35, 14, 80, 10749]"
Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,6.904,"[28, 12, 878]"
Beau Pere,"Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.",/sF6wgE9Lg4CUsLzNMnuotESplFF.jpg,6.564,"[18, 10749]"
Pan's Labyrinth,"In post–civil war Spain, 10-year-old Ofelia moves with her pregnant mother to live under the control of her cruel stepfather. Drawn into a mysterious labyrinth, she meets a faun who reveals that she may be a lost princess from an underground kingdom. To return to her true father, she must complete a series of surreal and perilous tasks that blur the line between reality and fantasy.",/z7xXihu5wHuSMWymq5VAulPVuvg.jpg,7.764,"[14, 18, 10752]"
Through My Window,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg,7.351,"[10749, 18, 35]"
Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,7.966,"[16, 878, 12, 10751]"
Alice in Wonderland,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.",/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,7.185,"[16, 10751, 14, 12]"
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,8.206,"[16, 28, 14]"
A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,8.177,"[878, 80]"
The Mask,"Stanley Ipkiss, an insecure banker who has lost his zest for life stumbles upon an ancient mask, that turns him into a confident suave cartoon-like character who upsets his ordinary life.",/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,6.988,"[35, 14, 80, 10749]"
Beau Pere,"Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.",/sF6wgE9Lg4CUsLzNMnuotESplFF.jpg,6.564,"[18, 10749]"
Pan's Labyrinth,"In post–civil war Spain, 10-year-old Ofelia moves with her pregnant mother to live under the control of her cruel stepfather. Drawn into a mysterious labyrinth, she meets a faun who reveals that she may be a lost princess from an underground kingdom. To return to her true father, she must complete a series of surreal and perilous tasks that blur the line between reality and fantasy.",/z7xXihu5wHuSMWymq5VAulPVuvg.jpg,7.764,"[14, 18, 10752]"
How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,7.751,"[16, 10751, 12]"
Through My Window,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg,7.351,"[10749, 18, 35]"
The Witch: Part 1. The Subversion,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",/4i2wo2ja5g2PmUxWa1a2eYIboZf.jpg,7.919,"[28, 878]"
Midsommar,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,7.15,"[27, 18, 9648]"
Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,8.224,"[18, 35, 36]"
The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",/xYduFGuch9OwbCOEUiamml18ZoB.jpg,6.987,"[10751, 35, 12, 16]"
Alice in Wonderland,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.",/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,7.185,"[16, 10751, 14, 12]"
The Legend of Hei 2,"When an attack shatters the fragile peace between the spirit world and humanity, Hei teams up with Luye, the last disciple of his Shifu Wuxian, to expose a conspiracy that threatens both realms - and the bond they've sworn to protect.",/ewZaW4gXqqllOelUpS98T49z6Gl.jpg,8.5,"[16, 14, 28, 12]"
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,8.206,"[16, 28, 14]"
Roofman,"A former Army Ranger and struggling father turns to robbing McDonald’s restaurants by cutting holes in their roofs, earning him the nickname ""Roofman."" After escaping prison, he secretly lives inside a Toys “R” Us for six months, surviving undetected while planning his next move. But when he falls for a divorced mom drawn to his undeniable charm, his double life begins to unravel, setting off a compelling and suspenseful game of cat and mouse as his past closes in.",/wXDFtcnYtevleGzCmAD2ReQnJ4l.jpg,7.102,"[80, 35, 18]"
The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,7.54,"[37, 18, 12]"
The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",/3kmfoWWEc9Vtyuaf9v5VipRgdjx.jpg,8.201,[18]
Oscar Shaw,"After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",/tsE3nySukwrfUjouz8vzvKTcXNC.jpg,6.6,"[28, 80, 53, 37]"
Outcome,"Reef Hawk, Hollywood's poster child since age six, is not okay. When he learns about an extortion plot tied to a mysterious video, Reef preemptively sets out on a redemption tour to make amends, confront his demons, and avoid getting canceled.",/kSzcpfbTy2pXHGvrVU2WhQTo6oU.jpg,5.339,"[35, 18]"
No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,7.341,"[28, 53, 12]"
Independence Day,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,6.911,"[28, 12, 878]"
Roofman,"A former Army Ranger and struggling father turns to robbing McDonald’s restaurants by cutting holes in their roofs, earning him the nickname ""Roofman."" After escaping prison, he secretly lives inside a Toys “R” Us for six months, surviving undetected while planning his next move. But when he falls for a divorced mom drawn to his undeniable charm, his double life begins to unravel, setting off a compelling and suspenseful game of cat and mouse as his past closes in.",/wXDFtcnYtevleGzCmAD2ReQnJ4l.jpg,7.102,"[80, 35, 18]"
Oscar Shaw,"After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",/tsE3nySukwrfUjouz8vzvKTcXNC.jpg,6.6,"[28, 80, 53, 37]"
Outcome,"Reef Hawk, Hollywood's poster child since age six, is not okay. When he learns about an extortion plot tied to a mysterious video, Reef preemptively sets out on a redemption tour to make amends, confront his demons, and avoid getting canceled.",/kSzcpfbTy2pXHGvrVU2WhQTo6oU.jpg,5.339,"[35, 18]"
The Karate Kid,"12-year-old Dre Parker could've been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",/b1RBy3l297N0c7PHjlz35cClWju.jpg,6.566,"[28, 12, 18, 10751]"
No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,7.341,"[28, 53, 12]"
Fist of Fury,"During the Japanese occupation of Shanghai, Chen Zhen, the star pupil of a recently-deceased martial arts teacher battles a Japanese dojo which seeks the demise of his fighting school.",/dlcipCOa9hlfBBz7kCAyjsf3q0E.jpg,7.227,"[18, 28, 53]"
Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,7.419,"[28, 80, 53]"
Saw,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",/rLNSOudrayDBo1uqXjrhxcjODIC.jpg,7.421,"[27, 9648, 80]"
American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,8.327,[18]
Sidelined 2: Intercepted,"Freshman star quarterback Drayton struggles with the weight of expectations after a devastating setback, while dancer Dallas begins to question the future she thought she wanted. As their high school relationship begins to unravel under the pressures of distance and self-discovery, they’ll learn that the bravest versions of themselves emerge when they let life redirect them.",/sEIP1pTVXa8BJaYSuVeVG3wFN10.jpg,6.825,"[10749, 35]"
Basic Instinct,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,6.9,"[53, 9648]"
The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg,7.952,"[9648, 53, 18]"
Sambhavam Adhyayam Onnu,"Three Kerala Police officers venture into a mysterious forest on the Kerala-Tamil Nadu border to find a missing officer. They encounter strange time-related phenomena, uncovering the hidden secrets of Velloorkkatt forest.",/tBNSo4T0R8UztkkpjYkzXI4bFAT.jpg,6.167,"[14, 53, 18]"
Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,6.553,"[28, 12, 14]"
The Social Network,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,7.373,[18]
The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,/iAo1hlzsPV9XpYcLQp6Ud065tGO.jpg,7.223,"[12, 35, 18, 14]"
Neon Genesis Evangelion: The End of Evangelion,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,8.253,"[16, 878, 18, 14]"
Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,6.074,"[28, 12, 878]"
The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,6.248,"[28, 878, 27]"
Black Swan,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake.""",/viWheBd44bouiLCHgNMvahLThqx.jpg,7.687,"[18, 53, 27]"
A Big Gay Hairy Hit! Where the Bears Are: The Documentary,"This hilarious and touching documentary tells the story of how three older, gay, ""bears"" working in Hollywood, tired of having their gay-themed ideas rejected by the mainstream, decided to self-produce their own web series. Against all odds, the comedy featuring three bear roommates like ""The Golden Girls"" solving crimes a la ""Murder, She Wrote,"" became a sensation online and one of the most successful web shows of all time. The documentary examines ageism, body-shaming, sex-positivity, the creative process and how friendship and community can ultimately create something beloved all over the world.",/gqkKWCfIGYvrdRWBVXn5Uy8jDiO.jpg,9.0,"[99, 35]"
Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/or1gBugydmjToAEq7OZY0owwFk.jpg,7.945,"[28, 18, 36, 10752]"
Together,"Years into their relationship, Tim and Millie find themselves at a crossroads as they move to the country, abandoning all that is familiar in their lives except each other. With tensions already flaring, a nightmarish encounter with a mysterious, unnatural force threatens to corrupt their lives, their love, and their flesh.",/80slKYVM5teFH3kz6ouWrZXveqj.jpg,6.921,"[27, 10749]"
